Index;Season;Episode;Episode_name;Character_name;Character_race;Gender;Dialogue
1246;1;16;Letting Someone Else Go First;Inosuke;Human;Male;Sure, you got it!
1247;1;16;Letting Someone Else Go First;Tanjiro;Human;Male;Hold upâ€” Hold up, will you? We gotta find a way to help him!
1248;1;16;Letting Someone Else Go First;Inosuke;Human;Male;Oh, shut up! You really need to shut up!
1249;1;16;Letting Someone Else Go First;Tanjiro;Human;Male;But...
1250;1;16;Letting Someone Else Go First;Inosuke;Human;Male;He's asking us to kill him, all right? These guys are speedy, too. If we get caught napping, we're gonna go down!
1251;1;16;Letting Someone Else Go First;Tanjiro;Human;Male;I know that! Let me think! Just hold up a second! I don't want to use any attacks. But even if we slash the threads, they'll only get reattached! To stop them from moving... I know!
1252;1;16;Letting Someone Else Go First;Inosuke;Human;Male;Hey! Hey!
1253;1;16;Letting Someone Else Go First;Tanjiro;Human;Male;Good! She's following me!
1254;1;16;Letting Someone Else Go First;Inosuke;Human;Male;Hey, why are you running around in circles like that? Quit fooling around!
1255;1;16;Letting Someone Else Go First;Tanjiro;Human;Male;Total Concentration...
1256;1;16;Letting Someone Else Go First;Demon Slayer 2;Human;Female;Unbelievable strength!
1257;1;16;Letting Someone Else Go First;Tanjiro;Human;Male;All right! You're all tangled up like I planned!
1258;1;16;Letting Someone Else Go First;Inosuke;Human;Male;Wha... What's up with that? I wanna do that, too! Take this! You see that? I can do whatever you can do!
1259;1;16;Letting Someone Else Go First;Tanjiro;Human;Male;My bad! I kind of missed it!
1260;1;16;Letting Someone Else Go First;Inosuke;Human;Male;What?
1261;1;16;Letting Someone Else Go First;Tanjiro;Human;Male;I mean, you can't really blame me!
1262;1;16;Letting Someone Else Go First;Spider Demon Mother;Demon;Female;Damn! They're all such useless dolls! I have no choice but to unleash that doll, then.
1263;1;16;Letting Someone Else Go First;Zenitsu;Human;Male;Nezuko! Nezuko! Where are you? Nezuko... Tanjiro... Wild Boar... Chuntaro! Where did you all go? I'm sorry for everything, okay? Chuntaro? You mean you came after me? You're so adorable! Second only to Nezuko, but still! I'm sorry for everything! All right, let's go look for Nezuko together!
1264;1;16;Letting Someone Else Go First;Inosuke;Human;Male;Just look at that! Check it out! I've tossed up more than you!
1265;1;16;Letting Someone Else Go First;Tanjiro;Human;Male;Right! One more to go!
1266;1;16;Letting Someone Else Go First;Inosuke;Human;Male;Okay. I'm gonna do it one more time, so make sure you watch!
1267;1;16;Letting Someone Else Go First;Tanjiro;Human;Male;You got it! That's okay! Just try not to be violent!
1268;1;16;Letting Someone Else Go First;Spider Demon Mother;Demon;Female;I don't need those fragile human dolls anymore! They're useless! They're useless!
1269;1;16;Letting Someone Else Go First;Inosuke;Human;Male;Dammit! Now they're all dead!
1270;1;16;Letting Someone Else Go First;Tanjiro;Human;Male;Let's go.
1271;1;16;Letting Someone Else Go First;Inosuke;Human;Male;Yeah, good idea. This way! I'm gonna catch up to 'em soon!
1272;1;16;Letting Someone Else Go First;Tanjiro;Human;Male;Now that the wind's changed direction, my sense of smell is starting to come back! So, I'll be able to pinpoint the demon's location! There are two more scents! There! Inosuke!
1273;1;16;Letting Someone Else Go First;Inosuke;Human;Male;I detected that thing before you did! I'm gonna hack its head right off! That thing... has no head!
1274;1;16;Letting Someone Else Go First;Zenitsu;Human;Male;Nezuko! Where are you? Where the hell are you, Tanjiro, Inosuke? Don't just leave me here all by myself in this terrifying forest! What was that? You know what? This is starting to make me really mad! I'll find Nezuko as soon as possible, and then it's so long, scary forest! Nezuko!
1275;1;16;Letting Someone Else Go First;Inosuke;Human;Male;That thing's got no weak spots! I can't slash something that's not there!
1276;1;16;Letting Someone Else Go First;Tanjiro;Human;Male;Inosuke!
1277;1;16;Letting Someone Else Go First;Inosuke;Human;Male;What are we gonna do? What are we gonna do?
1278;1;16;Letting Someone Else Go First;Tanjiro;Human;Male;Calm down! We'll inflict a monk's robe cut on it! Let's try slashing from the base of its neck on the right side to his left waist! It's a lot to cover, and I'm sure it's really tough, but I bet... Hold up! In unison...
1279;1;16;Letting Someone Else Go First;Inosuke;Human;Male;It's fast! But not so fast I can't dodge it! Crap! I forgot about the spiders! I can't move! I'm a dead man!
1280;1;16;Letting Someone Else Go First;Tanjiro;Human;Male;Inosuke, let's fight together! Let's think together! Let's work together so we can bring down this demon!
1281;1;16;Letting Someone Else Go First;Inosuke;Human;Male;Damn you! Don't make me any giddier than I already am! You're in my way!
1282;1;16;Letting Someone Else Go First;Tanjiro;Human;Male;Inosuke, launch yourself off me! Inosuke, jump! Total Concentration... Water Breathing! Fourth Form... Striking Tide! Now for the monk's robe cut!
1283;1;16;Letting Someone Else Go First;Inosuke;Human;Male;Dammit, what the hell? This is annoying! It's all going his way, huh? It's like this was preordained or something! Flowing as naturally as the water from a river... It's not about going first for this guy. It's the battle! It's the overall flow that he's watching!
1284;1;16;Letting Someone Else Go First;Tanjiro;Human;Male;Great! He cut it just right! All right! You defeated it, Inosuke! Inosuke?
1285;1;16;Letting Someone Else Go First;Inosuke;Human;Male;Anything you can do, I can do, too, dumbass!
1286;1;16;Letting Someone Else Go First;Tanjiro;Human;Male;This scent... So, that's what this is about, huh, Inosuke?
1287;1;16;Letting Someone Else Go First;Spider Demon Mother;Demon;Female;They got me! They got me! Even though that doll was my fastest and strongest! It's Rui's fault for coming to me with his threats! That's why I panicked! I panicked! Panicked! From above?
1288;1;16;Letting Someone Else Go First;Tanjiro;Human;Male;Water Breathing, First Form!
1289;1;16;Letting Someone Else Go First;Spider Demon Mother;Demon;Female;He'll kill me! He'll chop off my head! Think! You have to think! But... if I die, I'll be released. And then, I'll know peace.
1290;1;16;Letting Someone Else Go First;Tanjiro;Human;Male;Fifth Form... Blessed Rain After the Drought!
1291;1;16;Letting Someone Else Go First;Spider Demon Mother;Demon;Female;This is... It feels like I'm being showered by a gentle rain. It doesn't hurt at all. It's not agonizing. I just feel warm. I never dreamed that my end would be this tranquil. And now, I'll be released. I'm so sorry! I apologize, so please forgive me! What made you angry? What caused you such displeasure?
1292;1;16;Letting Someone Else Go First;Rui (Lower Moon 5);Demon;Male;It's your own fault for not realizing what made him mad.
1293;1;16;Letting Someone Else Go First;Spider Demon Mother;Demon;Female;But how could I?
1294;1;16;Letting Someone Else Go First;Spider Demon Brother;Demon;Male;Mom's in trouble with Dad again!
1295;1;16;Letting Someone Else Go First;Spider Demon Mother;Demon;Female;Stop it! No! No! Those eyes... Such kind eyes... Back when I was human, I think someone used to look at me with kind eyes. I wonder who that was. I can't remember. It was someone who always treasured me. I wonder how that person is doing now. There's a member of the Twelve Kizuki here.
1296;1;16;Letting Someone Else Go First;Tanjiro;Human;Male;Wait!
1297;1;16;Letting Someone Else Go First;Spider Demon Mother;Demon;Female;Be careful.
1298;1;17;You Must Master a Single Thing;Tanjiro;Human;Male;The blood of the Twelve Kizuki should have a high degree of Kibutsuji's blood. If I can extract it, the medicine that will turn Nezuko back into a human can be completed sooner! Hold on! Inosuke!
1299;1;17;You Must Master a Single Thing;Inosuke;Human;Male;So, did you defeat it?
1300;1;17;You Must Master a Single Thing;Tanjiro;Human;Male;Are you all right, Inosuke?
1301;1;17;You Must Master a Single Thing;Inosuke;Human;Male;I asked you whether you defeated that thing or not!
1302;1;17;You Must Master a Single Thing;Tanjiro;Human;Male;Uh, yeah, I did! But anyway, Inosuke, how are you feeling?
1303;1;17;You Must Master a Single Thing;Inosuke;Human;Male;Don't go showering me with your sensitivity and kindness! You hear me? Got that? After all, anything you can do, I can do, too! Before you know it, my head will be harder than yours! Not to mention... Not to mention... Um...
1304;1;17;You Must Master a Single Thing;Tanjiro;Human;Male;He's wounded severely. I couldn't save our other friends, either. That person gave off the scent of terror and suffering. Enough to make her yearn for death. What's the deal with this mountain anyway? With one of the Twelve Kizuki present... Stay still, Inosuke!
1305;1;17;You Must Master a Single Thing;Inosuke;Human;Male;Cut that out! I don't need that!
1306;1;17;You Must Master a Single Thing;Tanjiro;Human;Male;...and a demon family living here...
1307;1;17;You Must Master a Single Thing;Inosuke;Human;Male;I'm totally fine!
1308;1;17;You Must Master a Single Thing;Tanjiro;Human;Male;But... I thought demons never herded together!
1309;1;17;You Must Master a Single Thing;Zenitsu;Human;Male;Ouch! Something just pricked me! What the hell? This is so annoying! I can't find Tanjiro and Inosuke anywhere! This sucks! Where did they go? Which way? And it stinks around here, too! Stinks! I think I'm gonna cry! And this sound of spiders rustling around is so creepy! I'm sure these spiders are doing their best to survive, too, but still! Dammit! Shut up! Just stay still! Is this even possible? That's a spider with a human face! What's up with that? What's up with that? Please be a dream! Please be a dream! Please be a dream! If this can just be a dream, I promise to do my best! If I wake up to find myself resting my head on Nezuko's lap, then I promise to give it all I have! I'll even plow fields! I'll be glad to plow a whole acre, no, even two acres! So, please! Let me wake up from this nightmare! What the heck is that? Are those humans who got turned into spiders? Is that house floating? I can see a glimpse of something, but are those threads? And it really stinks! Talk about pungent! This would kill Tanjiro with his keen sense of smell! This smell is making my throat ache! I'm tearing up! My eyes hurt, too! It's huge! It's huge! It's huge! It's so huge! That thing is too huge! You know what! I refuse to speak with anyone like you!
1310;1;17;You Must Master a Single Thing;Spider Demon Brother;Demon;Male;It's no use running away. You're already losing.
1311;1;17;You Must Master a Single Thing;Zenitsu;Human;Male;What are you muttering about? I don't wanna hear it, so stop talking to me! I don't like guys like you, all right?
1312;1;17;You Must Master a Single Thing;Spider Demon Brother;Demon;Male;You already know how dire your situation is, don't you?
1313;1;17;You Must Master a Single Thing;Zenitsu;Human;Male;What are you talking about?
1314;1;17;You Must Master a Single Thing;Spider Demon Brother;Demon;Male;Take a look at your hands.
1315;1;17;You Must Master a Single Thing;Zenitsu;Human;Male;My hands? What's wrong with my handsâ€” What's this?
1316;1;17;You Must Master a Single Thing;Spider Demon Brother;Demon;Male;It's poison. You got bitten by a spider, right? That poison will turn you into a spider, too. In another 30 minutes, you'll be my slave, crawling all over the ground! Look at this. It's a clock. Do you understand? By the time this long hand goes around once, you'll have become a member of the spider clan! When the needle arrives here, you'll start to feel tingling and pain in your limbs. When it's here, you'll also feel dizzy and nauseous! Here, you'll experience intense pain, your body will start to shrink, and you'll black out! And by the time you wake up... Running away...
1317;1;17;You Must Master a Single Thing;Zenitsu;Human;Male;...is futile! Right, right, right! I know that, all right? I know that!
1318;1;17;You Must Master a Single Thing;Spider Demon Brother;Demon;Male;What do you think you're doing?
1319;1;17;You Must Master a Single Thing;Zenitsu;Human;Male;Shut up! Just shut up!
1320;1;17;You Must Master a Single Thing;Spider Demon Brother;Demon;Male;There's no need to be afraid. Once the poison makes its rounds and you turn into a spider, you'll lose all intelligence, too!
1321;1;17;You Must Master a Single Thing;Zenitsu;Human;Male;No! That's just what I don't like about this! Why can't you understand that, huh? I have no friends or girlfriend, all right? No one will like me!
1322;1;17;You Must Master a Single Thing;Spider Demon Brother;Demon;Male;Huh! I can see that you want an extra dose of poison to turn into a spider faster.
1323;1;17;You Must Master a Single Thing;Zenitsu;Human;Male;No! No! I don't want to turn into that!
1324;1;17;You Must Master a Single Thing;Jigoro;Human;Male;Get a hold of yourself! Stop crying! Stop running away! Doing that won't get you anywhere! Zenitsu! Come down from there! We're going to continue training!
1325;1;17;You Must Master a Single Thing;Zenitsu;Human;Male;Oh no! I'm sure I'll die if I do any more training! I'm sure that I'll die, so...
1326;1;17;You Must Master a Single Thing;Jigoro;Human;Male;You won't die! Not from this level of training! Come down from there, you little moron!
1327;1;17;You Must Master a Single Thing;Zenitsu;Human;Male;Gramps!
1328;1;17;You Must Master a Single Thing;Jigoro;Human;Male;Call me "Master"!
1329;1;17;You Must Master a Single Thing;Zenitsu;Human;Male;But I love you, Gramps! When the girl I loved made me raise money so she could run off with another guy, you did rescue me from my mountain of debt! Well, maybe all you wanted was to train a swordsman! I want to live up to your expectations, too! But it's totally beyond me! I do feel terrible about the fact that I'm like this! Just so you know, I've been training on my own in secret, too! I haven't been getting any sleep! But I have absolutely nothing to show for it! What does this mean? I mean, really, what does this mean?
1330;1;17;You Must Master a Single Thing;Jigoro;Human;Male;Calm down, Zenitsu! You do have the ability to...
1331;1;17;You Must Master a Single Thing;Zenitsu;Human;Male;I've had enough!
1332;1;17;You Must Master a Single Thing;Jigoro;Human;Male;Zenitsu!
1333;1;17;You Must Master a Single Thing;Zenitsu;Human;Male;How tragic is my life anyway? I got hit by lightning. My hair color changed. I was thankful just to be alive, but... I... I hate myself more than anyone else. I always think I have to get my act together, but I end up cowering, running away, sniveling. I want to change. I want to be a competent person. Even still! I'm doing everything I can, all right? So, why do I have to end up going bald and turning into a monster? It can't be true, right? It so can't be true!
1334;1;17;You Must Master a Single Thing;Spider Demon Brother;Demon;Male;What's up with this guy?
1335;1;17;You Must Master a Single Thing;Zenitsu;Human;Male;Oh, crap! Don't climb up here! Just leave me alone for a minute! Just for a minute, all right? My hair's falling out already? My hair is falling out. Hey, he never mentioned that part to me!
1336;1;17;You Must Master a Single Thing;Spider Demon Brother;Demon;Male;Who is this guy? Isn't he a demon hunter who came here to kill our family? Did he just faint? I can't believe how spineless he is. He's gonna fall onto his head and die. What the hell?
1337;1;17;You Must Master a Single Thing;Zenitsu;Human;Male;Thunder Breathing, First Form.
1338;1;17;You Must Master a Single Thing;Spider Demon Brother;Demon;Male;Poison Sputum! Did he just twist his body in midair to dodge that? Such quick reflexes! It's like he's a totally different person!
1339;1;17;You Must Master a Single Thing;Zenitsu;Human;Male;Thunder Breathing, First Form.
1340;1;17;You Must Master a Single Thing;Spider Demon Brother;Demon;Male;Hey, you guys! Pounce on him!
1341;1;17;You Must Master a Single Thing;Zenitsu;Human;Male;Thunder Breathing, First Form.
1342;1;17;You Must Master a Single Thing;Spider Demon Brother;Demon;Male;He's been assuming the same stance over and over. No question about it. This guy... is only capable of that one attack!
1343;1;17;You Must Master a Single Thing;Jigoro;Human;Male;That's all right, Zenitsu. That's good enough for you. If you can master one, that's cause for celebration! If you can only do one thing, hone it to perfection. Hone it to the utmost limit!
1344;1;17;You Must Master a Single Thing;Zenitsu;Human;Male;Hey, but Gramps... Just a little while ago, you were hopping mad. Because Thunder Breathing has three forms, and all I can manage to do is one.
1345;1;17;You Must Master a Single Thing;Jigoro;Human;Male;Do you know how to forge a sword?
1346;1;17;You Must Master a Single Thing;Zenitsu;Human;Male;I have no idea. Will you keep hitting me? I think I'll cry.
1347;1;17;You Must Master a Single Thing;Jigoro;Human;Male;The thing about swords... You strike and strike and strike to get rid of impurities and anything you don't need, and to increase the purity of the blade, so a durable sword can be forged.
1348;1;17;You Must Master a Single Thing;Zenitsu;Human;Male;So that's why you keep clobbering me day in, day out? But I'm not made of steel, am I? I'm living flesh, you know.
1349;1;17;You Must Master a Single Thing;Spider Demon Brother;Demon;Male;You're not much of a threat, are you? You call yourself a demon hunter? Any minute now, you'll be rendered immobile by that poison.
1350;1;17;You Must Master a Single Thing;Jigoro;Human;Male;Zenitsu, perfect it! It's all right to cry. It's all right to run away! Just don't ever give up! Just believe. You endured all that hellish training! You'll be rewarded for that without fail! Hone it to the utmost limit! Become the most durable blade of all! Hone that one thing to perfection!
1351;1;17;You Must Master a Single Thing;Kaigaku;Human;Male;Get out of my sight. Don't make me repeat myself. Get out of my sight. You know what I'm talking about. Aren't you ashamed of crying like a baby all day long? You laggard... Any time spent on you is wasted. Sensei is an extraordinary man.
1352;1;17;You Must Master a Single Thing;Zenitsu;Human;Male;But Gramps saidâ€”
1353;1;17;You Must Master a Single Thing;Kaigaku;Human;Male;Gramps? Don't speak of him in that familiar way! Sensei is a former Hashira! Someone who earned the highest title in the Demon Slayer Corps! Almost no one ever gets the chance to be trained by a former Hashira! The time Sensei spends training you is all for nothing! You're an eyesore, okay? Get out of my sight! Why are you here? Why do you insist on clinging here?
1354;1;17;You Must Master a Single Thing;Zenitsu;Human;Male;I have no parents, so no one has any hopes for me. There's no one who dreams that I'll grasp or accomplish something one day. That I'll prove myself useful to somebody. That I'll manage to protect somebody and make that person happy, just once in my life. Not even a simple future like that. There's no one who hopes that I'll have one. If you fail, cry and run away even once, they say, "Oh, this guy's no good," and they walk away. But not Gramps! Time and time again, he steadfastly reprimanded me. All those times I kept running away... Time and time again... He'd drag me right back. Clearly, he did smack me around a bit too much. But he never abandoned me!
1355;1;17;You Must Master a Single Thing;Spider Demon Brother;Demon;Male;Pierce him! Inject him with more poison! That should do it for him! What's this? The air is vibrating.
1356;1;17;You Must Master a Single Thing;Zenitsu;Human;Male;Thunder Breathing, First Form... Thunderclap and Flash! Sixfold!
1357;1;17;You Must Master a Single Thing;Spider Demon Brother;Demon;Male;He vanished? Did I get slashed? Me? Slashed? By him? By a guy like him? But that's absurd! By a guy who can barely move his arms and legs?
1358;1;17;You Must Master a Single Thing;Zenitsu;Human;Male;Dream... It's a happy dream. I'm powerful. More powerful than anyone. I can help the weak and anyone in trouble. Anytime. Everything that Gramps taught me, all the time he spent on me... It wasn't for nothing! A dream that, thanks to Gramps, I became powerful and helped out a lot of people. But now, it's all over! Chuntaro... I'm so sorry.
1359;1;17;You Must Master a Single Thing;Jigoro;Human;Male;Don't ever give up!
1360;1;17;You Must Master a Single Thing;Zenitsu;Human;Male;Don't ever give up. Use the breathing technique to slow down the poison as much as you can. Even if it's painful, even if it's agonizing, don't try to take the easy way out... or Gramps is gonna let you have it! Right. And Tanjiro's gonna yell at you, too.
1361;1;17;You Must Master a Single Thing;Tanjiro;Human;Male;What was that sound? Did lightning just strike?
1362;1;17;You Must Master a Single Thing;Inosuke;Human;Male;How should I know?
1363;1;17;You Must Master a Single Thing;Tanjiro;Human;Male;But I'm not smelling any thunderclouds. The acrid odor in the air is stronger now, so I can't tell. Inosuke! I think I'll go that way.
1364;1;17;You Must Master a Single Thing;Inosuke;Human;Male;Go ahead and do whatever you want!
1365;1;17;You Must Master a Single Thing;Tanjiro;Human;Male;Are you descending, Inosuke? Are you going down the mountain?
1366;1;17;You Must Master a Single Thing;Inosuke;Human;Male;Why would I? Just beat it!
1367;1;17;You Must Master a Single Thing;Tanjiro;Human;Male;No, no, because you're severely wounded.
1368;1;17;You Must Master a Single Thing;Inosuke;Human;Male;I am not wounded at all!
1369;1;17;You Must Master a Single Thing;Tanjiro;Human;Male;N-N-No, Inosuke! Your injuries... Anyone can see that... A demon! Because of the odor wafting all over this mountain, I couldn't pick it up at all!
1370;1;17;You Must Master a Single Thing;Inosuke;Human;Male;I'm gonna tear you to shreds, you damn demon! Come back here, dammit!
1371;1;17;You Must Master a Single Thing;Tanjiro;Human;Male;Inosuke!
1372;1;17;You Must Master a Single Thing;Spider Demon Sister;Demon;Female;Father!
1373;1;17;You Must Master a Single Thing;Inosuke;Human;Male;Who are you calling "father"?
1374;1;17;You Must Master a Single Thing;Tanjiro;Human;Male;Inosuke!
1375;1;17;You Must Master a Single Thing;Spider Demon Father;Demon;Male;Don't come near my family! Stay away!
1376;1;17;You Must Master a Single Thing;Spider Demon Sister;Demon;Female;I'm leaving the rest to you, Father.
1377;1;17;You Must Master a Single Thing;Tanjiro;Human;Male;Water Breathing, Second Form! Water Wheel!
1378;1;18;A Forged Bond;Shinobu Kocho;Human;Female;Were you acquainted with any of them? There don't seem to be any survivors around here. We were advised that several rookie Mizunoto had joined the battle, but they might be dead by now, don't you think?
1379;1;18;A Forged Bond;Giyu Tomioka;Human;Male;Let's go.
1380;1;18;A Forged Bond;Shinobu Kocho;Human;Female;Isn't the Moon lovely? Since we've been given this joint mission, let's try to get along.
1381;1;18;A Forged Bond;Giyu Tomioka;Human;Male;I'm only here to slay some demons.
1382;1;18;A Forged Bond;Shinobu Kocho;Human;Female;How callous of you! All right, then, let's split up here. I shall proceed from the west.
1383;1;18;A Forged Bond;Giyu Tomioka;Human;Male;Agreed.
1384;1;18;A Forged Bond;Spider Demon Father;Demon;Male;Don't come near my family! Stay away!
1385;1;18;A Forged Bond;Tanjiro;Human;Male;Water Breathing, Second Form! Water Wheel! It's no good! The blade won't go through!
1386;1;18;A Forged Bond;Inosuke;Human;Male;So hard!
1387;1;18;A Forged Bond;Tanjiro;Human;Male;I can't slash him even if I use an attack! What should I do? What should I do?
1388;1;18;A Forged Bond;Spider Demon Father;Demon;Male;Don't come near my family! Stay away!
1389;1;18;A Forged Bond;Inosuke;Human;Male;What are you looking at? I'm over here! Curse you! Ouch! All that force with just one swipe of its arm! It's no good! I'm not at full power! Not to mention, the bleeding's making me stumble!
1390;1;18;A Forged Bond;Tanjiro;Human;Male;Water Breathing, Second Form... Improved, Lateral Water Wheel!
1391;1;18;A Forged Bond;Inosuke;Human;Male;What was that? What's going on?
1392;1;18;A Forged Bond;Tanjiro;Human;Male;Inosuke! You okay?
1393;1;18;A Forged Bond;Inosuke;Human;Male;He did that? That was some move, dammit!
1394;1;18;A Forged Bond;Tanjiro;Human;Male;All right! I should be able to chop off that tough neck now! Water Breathing... The final and most powerful form!
1395;1;18;A Forged Bond;Inosuke;Human;Male;He's got a different air about him now. He's about to do something totally mind-blowing!
1396;1;18;A Forged Bond;Tanjiro;Human;Male;Now I'll finish him off! Total Concentration... Water Breathing... Tenth Form!
1397;1;18;A Forged Bond;Inosuke;Human;Male;L-Look out! Kentaro!
1398;1;18;A Forged Bond;Tanjiro;Human;Male;I-Inosuke! Don't die until I get back! That's one of the Twelve Kizuki! Don't die! Don't die! Whatever you do, don't die!
1399;1;18;A Forged Bond;Inosuke;Human;Male;Oh, crap!
1400;1;18;A Forged Bond;Zenitsu;Human;Male;It's getting really hard to breathe now. I have no feeling in my arms and legs anymore. Nezuko... I'm sorry.
1401;1;18;A Forged Bond;Jigoro;Human;Male;Don't give up! Don't give up! Don't give up!
1402;1;18;A Forged Bond;Zenitsu;Human;Male;Don't... give up! Who are you?
1403;1;18;A Forged Bond;Shinobu Kocho;Human;Female;Yoo-hoo! Are you all right?
1404;1;18;A Forged Bond;Tanjiro;Human;Male;Water Breathing, Second Form! Water Wheel! I managed to land somehow!
1405;1;18;A Forged Bond;Spider Demon Sister;Demon;Female;I beg of you! Please stop!
1406;1;18;A Forged Bond;Rui (Lower Moon 5);Demon;Male;What are you looking at? This isn't some show, you know.
1407;1;18;A Forged Bond;Tanjiro;Human;Male;Wh-What are you doing? Aren't you two allies?
1408;1;18;A Forged Bond;Rui (Lower Moon 5);Demon;Male;Allies? Don't put us in the same category as something that flimsy. We're family. We're joined by a powerful bond. And besides, this is between me and my sister. So don't interfere. Or I'll carve you up.
1409;1;18;A Forged Bond;Tanjiro;Human;Male;You're wrong! Whether it's your family or an ally, if you have a strong bond between you, then either one should be just as precious! Calling it flimsy if you're not related by blood... That's not true at all! Not only that, but those who have a strong bond give off the scent of trust! But all I'm picking up from you two is the scent of terror, hatred and repulsion! That's not what you call a bond! It's counterfeit! It's forged!
1410;1;18;A Forged Bond;Rui (Lower Moon 5);Demon;Male;You...
1411;1;18;A Forged Bond;Demon Slayer 4;Human;Male;Hey! Look at that, a demon that's just the right size. Even I can take down a kid demon like this one.
1412;1;18;A Forged Bond;Tanjiro;Human;Male;Hold up a second please!
1413;1;18;A Forged Bond;Demon Slayer 4;Human;Male;You can just back off! I want to take the safe route up the ladder. Since once you move up, you get more money from the top guys. My unit's practically been wiped out, but I'll slay myself a decent-sized demon and head down the mountain. Take this!
1414;1;18;A Forged Bond;Tanjiro;Human;Male;Don't do it! Stop! Shattered to pieces in an instant! But how did he...
1415;1;18;A Forged Bond;Rui (Lower Moon 5);Demon;Male;Hey, what did you say? Look, you... What was it that you just said?
1416;1;18;A Forged Bond;Tanjiro;Human;Male;Just look at that intimidation factor! The air just got heavy and denser! Inosuke, I'm sorry! Hang in there, okay? Just a little longer! I'll be there as soon as I defeat this demon! I'll come save you no matter what!
1417;1;18;A Forged Bond;Rui (Lower Moon 5);Demon;Male;Hey, you... What you said just now... Let's hear you say it again. Come on. Say it, will you?
1418;1;18;A Forged Bond;Tanjiro;Human;Male;Sure! I'll repeat it as many times as you want! Your bond is forged!
1419;1;18;A Forged Bond;Inosuke;Human;Male;O-Oh, crap! Dammit! Hiding myself in a place like this... How pathetic is that? Still, I gotta come up with a way. How do you slash someone who's sword-proof? What should I do? What should I do? Just how do I slash it? Think! Think! Think! Thinkâ€” Whoa! This is bad! This is really bad! Until... Until he gets back, I gotta somehow... What the hell kind of attitude is that? Don't mess around, dammit! Curse you! Looks like I got infected by Tontaro's germs! Messing around like that... That was way too close a call! Using my head? That's so not me! All right! Slashed you! It's really simple. If you can't slash something with one sword, all you gotta do is pound it with another sword! I mean, look! I have two swords! I'm the almighty! Are you running away on me? Hey you! Come back here, dammit!
1420;1;18;A Forged Bond;Rui (Lower Moon 5);Demon;Male;I just want to let you know... I won't kill you in one blow. After ripping you to shreds, I'll carve you up. But... If you take back what you said just now, I'll do you a favor and kill you at once.
1421;1;18;A Forged Bond;Tanjiro;Human;Male;I won't take it back! What I said was the truth! You know who's not making any sense? It's you! You're the one who's mistaken!
1422;1;18;A Forged Bond;Inosuke;Human;Male;Damn! That bastard... Where the hell did he go, dammit? I'm telling ya, this doesn't hurt! What doesn't hurt doesn't hurt! Now that it's come to this, I'll sniff it out for sure! So, there you are! You idiot piece of crap! How high did you climb up? Damn you! So, you're plotting to make me use my head again, huh? In your dreams! What the... Oh, I get it! He's trembling with fear and dread at the sight of me, huh? Well, it's a little too late for that! What the... Now what? D-Did it just shed its skin? Jeez. Come on, that's bulking up way too much! This is looking really bad for me! I've never sensed this much force from an opponent before! I'll get crushed just by his force! It's no good. I can't win. I'm gonna die. I'm gonna be killed.
1423;1;18;A Forged Bond;Tanjiro;Human;Male;Don't die! Don't die until I get back!
1424;1;18;A Forged Bond;Old Lady Wisteria;Human;Female;Always live your lives with great pride. I wish you luck in battle!
1425;1;18;A Forged Bond;Inosuke;Human;Male;I'm not gonna lose! No way am I gonna lose! I'm Inosuke Hashibira of the Demon Slayer Corps! Just bring it on, you dirtbag! So fast! I can't see it! Beast Breathing... Fang Three, Devour! It snapped! Oh, crap! I failed to go on the defensive with my breath attack!
1426;1;18;A Forged Bond;Spider Demon Father;Demon;Male;Don't come near my family! Stay away!
1427;1;18;A Forged Bond;Inosuke;Human;Male;I'm not gonna die! Beast Breathing Fang One... Take this! Pierce! They're in! They're in, but... what the hell? This thing isn't even flinching!
1428;1;18;A Forged Bond;Inosuke's Mother;Human;Female;I'm sorry. I'm sorry, Inosuke. I want at least you to survive, Inosuke.
1429;1;18;A Forged Bond;Inosuke;Human;Male;Wh-Who are you? Wh-What was that? Did he slash it? That guy? Wh-Who is that? Who on earth... That's fast!
1430;1;18;A Forged Bond;Giyu Tomioka;Human;Male;Water Breathing, Fourth Form... Striking Tide!
1431;1;18;A Forged Bond;Inosuke;Human;Male;H-Holy crap! I-I've never seen anyone... as incredible as this guy!
1432;1;18;A Forged Bond;Tanjiro;Human;Male;Got it! The acrid odor's starting to fade, so now I can detect the scent of the threads! I can take him on now!
1433;1;18;A Forged Bond;Rui (Lower Moon 5);Demon;Male;He's smarter than I thought. He doesn't flinch back in fear. Well, not that it matters anyway.
1434;1;19;Hinokami;Tanjiro;Human;Male;No way! My sword!
1435;1;19;Hinokami;Inosuke;Human;Male;Amazing! He's on a different level! The force of his stroke is in a different class! He's head and shoulders above the rest! He slashed that tough-as-nails monster like tofu! Amazing! Amazing! Amazing! Amazing! Who is this guy? I still have goosebumps, dammit! Hold up a second! Fight me, Mismatched Haori! You beat that Twelve Kizuki! And I'm gonna beat you! That's how I've drawn it up! If I can do that... that'll make me the most powerful of all!
1436;1;19;Hinokami;Giyu Tomioka;Human;Male;Go back to training, idiot.
1437;1;19;Hinokami;Inosuke;Human;Male;What the...
1438;1;19;Hinokami;Giyu Tomioka;Human;Male;That was no Twelve Kizuki or anything close to one. You can't even tell that much?
